ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Latitude,Longitude
12901885,01/01/2013 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,824.0,8.0,16.0,,
10150265,01/01/2013 12:00:00 AM,SEX OFFENSE,PUBLIC INDECENCY,RESIDENCE,False,True,722.0,7.0,6.0,41.7702632765,-87.6282939729
12311436,01/01/2013 12:00:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,815.0,8.0,14.0,,
11535075,01/01/2013 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,331.0,3.0,5.0,,
10089740,01/01/2013 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,2212.0,22.0,19.0,41.6901838673,-87.6649799256
12358754,01/01/2013 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,832.0,8.0,18.0,,
10022873,01/01/2013 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,1123.0,11.0,28.0,41.8818321326,-87.709509464
10875371,01/01/2013 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,321.0,3.0,20.0,,
11525702,01/01/2013 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,331.0,3.0,5.0,,
13062943,01/01/2013 12:00:00 AM,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False,1622.0,16.0,45.0,,
12607711,01/01/2013 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1013.0,10.0,22.0,,
10519887,01/01/2013 12:00:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,523.0,5.0,9.0,,
12988689,01/01/2013 12:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1724.0,17.0,33.0,,
12026394,01/01/2013 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1135.0,11.0,28.0,,
12941406,01/01/2013 12:00:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,APARTMENT,False,True,824.0,8.0,14.0,,
11240618,01/01/2013 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,True,False,823.0,8.0,13.0,,
11369099,01/01/2013 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,832.0,8.0,17.0,,
10980293,01/01/2013 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,321.0,3.0,6.0,,
12525626,01/01/2013 12:00:00 AM,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,SPORTS ARENA / STADIUM,False,False,1223.0,12.0,27.0,,
10145024,01/01/2013 12:00:00 AM,THEFT,FROM BUILDING,WAREHOUSE,False,False,1924.0,19.0,44.0,41.942198627,-87.6541762098
10622388,01/01/2013 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1011.0,10.0,24.0,,
10363410,01/01/2013 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,False,False,1423.0,14.0,26.0,41.9073245137,-87.6932589091
11668417,01/01/2013 12:00:00 AM,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,"SCHOOL, PUBLIC, GROUNDS",False,False,1921.0,19.0,47.0,,
12195649,01/01/2013 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),False,False,1925.0,19.0,46.0,,
11401022,01/01/2013 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,True,824.0,8.0,16.0,,
10067128,01/01/2013 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1434.0,14.0,1.0,41.9163463211,-87.6866728355
11500371,01/01/2013 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,1532.0,15.0,37.0,,
11607783,01/01/2013 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,True,False,1133.0,11.0,24.0,,
10059462,01/01/2013 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,234.0,2.0,5.0,41.7958379112,-87.5854293967
10219654,01/01/2013 12:00:00 AM,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,True,False,213.0,2.0,3.0,41.8202928252,-87.6285011887
12187137,01/01/2013 12:00:00 AM,SEX OFFENSE,OTHER,RESIDENCE,False,True,423.0,4.0,7.0,,
10843424,01/01/2013 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,HOSPITAL BUILDING/GROUNDS,False,True,235.0,2.0,5.0,,
10049724,01/01/2013 12:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,2424.0,24.0,49.0,42.0179379333,-87.682019778
10368536,01/01/2013 12:00:00 AM,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,False,False,2221.0,22.0,21.0,,
10067852,01/01/2013 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,False,333.0,3.0,5.0,41.7655995217,-87.5713677692
11356451,01/01/2013 12:00:00 AM,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,614.0,6.0,18.0,,
12525981,01/01/2013 12:00:00 AM,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,False,True,311.0,3.0,20.0,,
12497362,01/01/2013 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,False,True,1914.0,19.0,46.0,,
11481379,01/01/2013 12:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,False,True,2413.0,24.0,50.0,,
11677209,01/01/2013 12:00:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,APARTMENT,False,True,2424.0,24.0,49.0,,
11312804,01/01/2013 12:00:00 AM,CRIMINAL TRESPASS,TO LAND,OTHER,False,False,713.0,7.0,16.0,,
12652138,01/01/2013 12:00:00 AM,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,314.0,3.0,20.0,,
12145381,01/01/2013 12:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,623.0,6.0,6.0,,
12559887,01/01/2013 12:00:00 AM,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,1723.0,17.0,35.0,,
10484613,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1513.0,15.0,29.0,,
10484110,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1013.0,10.0,22.0,,
11926882,01/01/2013 12:01:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,2413.0,24.0,40.0,,
10012664,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,813.0,8.0,13.0,41.7850730249,-87.7302739844
10386795,01/01/2013 12:01:00 AM,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,1012.0,10.0,24.0,,
10532506,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,623.0,6.0,17.0,,
12077809,01/01/2013 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,523.0,5.0,9.0,,
12346788,01/01/2013 12:01:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,APARTMENT,False,True,1731.0,17.0,30.0,,
10836448,01/01/2013 12:01:00 AM,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,"SCHOOL, PUBLIC, GROUNDS",False,False,1712.0,17.0,40.0,,
10388219,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,815.0,8.0,23.0,,
12074480,01/01/2013 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,815.0,8.0,14.0,,
11288694,01/01/2013 12:01:00 AM,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,1424.0,14.0,1.0,,
11641600,01/01/2013 12:01:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,731.0,7.0,6.0,,
12073687,01/01/2013 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,231.0,2.0,20.0,,
11353948,01/01/2013 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,True,True,133.0,1.0,3.0,,
11224346,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,2523.0,25.0,30.0,,
10973046,01/01/2013 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,True,True,1034.0,10.0,12.0,,
10004395,01/01/2013 12:01:00 AM,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,False,False,212.0,2.0,4.0,41.829450586,-87.6069396477
11874214,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,RESIDENCE,False,False,1614.0,16.0,38.0,,
11311300,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1215.0,12.0,27.0,,
10109484,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,222.0,2.0,4.0,41.8126795148,-87.5968948071
10032540,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1231.0,12.0,2.0,41.8694068731,-87.6572639697
11376972,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,False,1212.0,12.0,32.0,,
11250484,01/01/2013 12:01:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,815.0,8.0,22.0,,
11250483,01/01/2013 12:01:00 AM,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,RESIDENCE,False,False,724.0,7.0,17.0,,
11355849,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,532.0,5.0,9.0,,
11352864,01/01/2013 12:01:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,1225.0,12.0,25.0,,
10073621,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,623.0,6.0,6.0,41.755661487,-87.6279480382
10304421,01/01/2013 12:01:00 AM,HUMAN TRAFFICKING,INVOLUNTARY SERVITUDE,RESIDENCE,True,False,622.0,6.0,21.0,41.7390726227,-87.6388359371
11321003,01/01/2013 12:01:00 AM,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,False,False,2233.0,22.0,34.0,,
11954686,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,2211.0,22.0,19.0,,
10026514,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,214.0,2.0,4.0,41.8208808949,-87.6031476895
10937990,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1111.0,11.0,37.0,,
10269071,01/01/2013 12:01:00 AM,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,1711.0,17.0,39.0,41.9942201121,-87.7313164141
12210335,01/01/2013 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,True,True,811.0,8.0,14.0,,
10018001,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,RESIDENCE,False,True,324.0,3.0,5.0,41.7596636257,-87.5876821945
12942234,01/01/2013 12:01:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,735.0,7.0,17.0,,
10413045,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,923.0,9.0,14.0,,
11165105,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1532.0,15.0,28.0,,
10109710,01/01/2013 12:01:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,611.0,6.0,17.0,41.7552014865,-87.6672047948
11913049,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1022.0,10.0,24.0,,
12286493,01/01/2013 12:01:00 AM,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,False,True,822.0,8.0,14.0,,
10509977,01/01/2013 12:01:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,False,False,1011.0,10.0,24.0,,
11528186,01/01/2013 12:01:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,924.0,9.0,15.0,,
11228666,01/01/2013 12:01:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,VEHICLE NON-COMMERCIAL,False,False,1633.0,16.0,38.0,,
11549375,01/01/2013 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,1422.0,14.0,26.0,,
11545991,01/01/2013 12:01:00 AM,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,OTHER,False,False,1034.0,10.0,25.0,,
10380611,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,334.0,3.0,7.0,,
10564382,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FORGERY,GAS STATION,False,False,2033.0,20.0,46.0,,
11528181,01/01/2013 12:01:00 AM,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,False,True,834.0,8.0,18.0,,
10291038,01/01/2013 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,False,False,223.0,2.0,4.0,41.8040536856,-87.6080188175
11353937,01/01/2013 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,True,True,2232.0,22.0,9.0,,
10392548,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,821.0,8.0,14.0,,
11534393,01/01/2013 12:01:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,APARTMENT,False,False,1914.0,19.0,46.0,,
10192080,01/01/2013 12:01:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,False,422.0,4.0,7.0,41.7501671148,-87.5475540739
10799968,01/01/2013 12:01:00 AM,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,True,True,1524.0,15.0,37.0,,
12554363,01/01/2013 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,2512.0,25.0,36.0,,
11528190,01/01/2013 12:01:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,924.0,9.0,15.0,,
8951147,01/01/2013 12:01:00 AM,BATTERY,SIMPLE,SIDEWALK,False,False,823.0,8.0,15.0,41.77857063,-87.69947203
12022332,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,APARTMENT,False,False,1922.0,19.0,47.0,,
12179181,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,424.0,4.0,7.0,,
10793687,01/01/2013 12:01:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1611.0,16.0,41.0,,
11036043,01/01/2013 12:01:00 AM,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,False,True,2232.0,22.0,9.0,,
12999496,01/01/2013 12:01:00 AM,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,False,1713.0,17.0,33.0,,
11914798,01/01/2013 12:05:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,532.0,5.0,9.0,,
8950930,01/01/2013 01:00:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1634.0,16.0,30.0,41.939696894,-87.750207101
8951756,01/01/2013 01:30:00 AM,BATTERY,SIMPLE,STREET,False,False,524.0,5.0,34.0,41.681926712,-87.646915136
8951160,01/01/2013 01:30:00 AM,BATTERY,SIMPLE,SIDEWALK,False,False,1831.0,18.0,42.0,41.8881317434,-87.6295481668
8950915,01/01/2013 02:15:00 AM,BATTERY,SIMPLE,APARTMENT,False,False,1932.0,19.0,32.0,41.925824487,-87.658469255
8951565,01/01/2013 03:00:00 AM,THEFT,FROM BUILDING,RESIDENCE,False,False,1433.0,14.0,1.0,41.907455792,-87.667600763
8950978,01/01/2013 03:36:00 AM,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,True,823.0,8.0,13.0,41.779713714,-87.713825573
20749,01/01/2013 03:45:00 AM,HOMICIDE,FIRST DEGREE MURDER,ALLEY,False,False,1215.0,12.0,27.0,41.8945411129,-87.662361421
12003595,01/01/2013 05:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),False,False,324.0,3.0,8.0,,
8951220,01/01/2013 06:00:00 AM,BATTERY,SIMPLE,RESTAURANT,False,False,1933.0,19.0,44.0,41.9395883434,-87.6503850637
10070337,01/01/2013 07:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2534.0,25.0,27.0,41.9026447731,-87.7280264911
10431819,01/01/2013 08:00:00 AM,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,False,False,1233.0,12.0,25.0,,
10898113,01/01/2013 08:00:00 AM,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,False,False,1024.0,10.0,24.0,,
11888338,01/01/2013 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,False,True,423.0,4.0,7.0,,
11888363,01/01/2013 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,423.0,4.0,7.0,,
11591623,01/01/2013 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,True,True,913.0,9.0,11.0,,
10745522,01/01/2013 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,1234.0,12.0,25.0,,
10045256,01/01/2013 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,True,False,931.0,9.0,16.0,41.8020497665,-87.6826043019
10211178,01/01/2013 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,False,2532.0,25.0,37.0,41.911892122,-87.7594172606
11986676,01/01/2013 08:00:00 AM,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,False,True,433.0,4.0,10.0,,
11345779,01/01/2013 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1911.0,19.0,47.0,,
10393819,01/01/2013 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,424.0,4.0,10.0,,
11604332,01/01/2013 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1914.0,19.0,46.0,,
10103596,01/01/2013 08:00:00 AM,DECEPTIVE PRACTICE,EMBEZZLEMENT,OTHER COMMERCIAL TRANSPORTATION,False,False,113.0,1.0,42.0,41.879021684,-87.6261083051
10041385,01/01/2013 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1935.0,19.0,32.0,41.9315187633,-87.6538191117
10368023,01/01/2013 08:00:00 AM,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,False,False,1411.0,14.0,35.0,,
11659564,01/01/2013 08:00:00 AM,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,True,True,1135.0,11.0,27.0,,
9584557,01/01/2013 08:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,432.0,4.0,10.0,41.709307635,-87.535284945
10420578,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2533.0,25.0,37.0,,
10681973,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,824.0,8.0,16.0,,
11962545,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1114.0,11.0,28.0,,
11437249,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1831.0,18.0,42.0,,
11152235,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,334.0,3.0,7.0,,
10280764,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1234.0,12.0,25.0,41.8548837763,-87.6789709854
10725208,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,EMBEZZLEMENT,NURSING HOME/RETIREMENT HOME,False,False,1915.0,19.0,46.0,,
10774304,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,724.0,7.0,17.0,,
10964022,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,EMBEZZLEMENT,OTHER,False,False,1831.0,18.0,42.0,,
11487628,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1012.0,10.0,24.0,,
10366456,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2535.0,25.0,27.0,,
10310725,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,False,False,123.0,1.0,2.0,41.8742492831,-87.629208475
10015248,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1531.0,15.0,37.0,41.8956429685,-87.7543948685
10259802,01/01/2013 09:00:00 AM,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,933.0,9.0,16.0,41.8025448858,-87.6599478313
